term,refined_sentence,sentiment
검찰개혁,"문재인 정부의 초대 민정수석으로 검경 수사권 조정, 공수처 설치, 자치경찰제 도입 등 검찰개혁을 주도했다.",positive
검찰개혁,민주당이 중점적으로 추진하는 검찰개혁과 김건희 특검법의 명분 쌓기에 들어간 모습이다.,neutral
검찰단,"이 비서관은 국방부 검찰단이 경찰로부터 채 상병 사망 사건 수사 기록을 회수한 당일, 사건 은폐 의혹을 받고 있다.",negative
검찰단,‘채 상병 사건’을 수사한 해병대 수사단 관계자들은 지난해 8월2일 수사결과 자료를 경찰에 넘기면서 “외압이 있었다고 말했다”고 검찰단에서 진술했다.,neutral
검찰단,박 전 직무대리는 지난해 8월 국방부 검찰단이 관련된 사건에 연루되어 조사를 받았다.,neutral
검찰조사,김범수 카카오 경영쇄신위원장이 검찰조사 출석요구에 불응했다.,neutral
검찰조사,먼저 김건희 여사가 20일 받은 검찰조사를 놓고 ‘특혜’ 논란이 한창이다.,neutral
검찰청,김용태 국민의힘 의원은 김건희 여사가 검찰청이 아닌 제3의 장소에서 피의자 신분으로 조사받은 것에 대해 아쉬움을 표했다.,neutral
검찰청,이원석 검찰총장은 검찰청에서 술을 마시며 진술을 조작했다는 이화영 전 부지사의 주장에 대해 사법 시스템 전체를 흔드는 행태라고 비판했다.,negative
검찰청,"검찰청, 금융감독원 등 정부 기관을 사칭한 보이스피싱 범죄가 60대 이상 여성에게 집중적으로 발생하고 있어 주의가 당부된다.",neutral
검찰청,이화영 전 평화부지사의 ‘검찰청 술자리 회유’ 주장과 관련해 이재명 더불어민주당 대표와 이원석 검찰총장이 23일 나란히 입장을 밝혔다.,neutral
검찰청,"이화영 전 부지사 측 변호인은 검찰청에서 술을 마시며 진술을 조작했다고 주장하며, 당시 종이컵에 입만 대고 술을 마시지 않았다고 말했다.",neutral
검찰청,대구지방 검찰청 포항지청은 포항교도소를 방문하여 모범수용자 자녀에게 장학금을 전달했다.,neutral
검찰총장,검찰의 윤석열 대통령 부인 김건희 여사 수사 과정에서 발생한 이원석 검찰총장 ‘패싱’ 논란을 두고 도이치모터스 주가조작 사건에 대한 검찰총장의 수사지휘권 배제 조치가 논란이 되고 있다.,neutral
검찰총장,이원석 검찰총장이 김건희 여사 비공개 조사 보고 누락과 관련해 진상파악을 지시했다.,neutral
검찰총장,서울중앙지검이 이원석 검찰총장에게 사전 보고 없이 윤석열 대통령의 배우자인 김건희 여사를 제3의 장소에서 비공개로 소환 조사한 사건이 확산되고 있다.,neutral
검찰총장,이원석 총장은 ‘윤 대통령 탄핵 청원 청문회’에 불출석하며 검찰총장으로서의 역할에 대한 논란이 일고 있다.,neutral
검찰총장,"이원석 검찰총장은 검찰총장으로서 국민들께 사과하며 법 앞에 예외와 특혜, 성역이 없다는 원칙이 지켜지지 않은 것에 대해 깊이 사과드린다고 밝혔다.",neutral
검찰총장,22일 오전 검찰총장 이원석의 표정은 굳어 있었다.,neutral
검찰총장,이원석 검찰총장은 쌍방울그룹 대북송금 의혹 관련 이화영 전 경기도 평화부지사의 검찰청에서 술을 마시며 진술을 조작했다는 주장에 대해 사법 시스템 전체를 흔드는 행태라고 비판했다.,neutral
게스트하우스,"견본주택 개관 3일간 2만5,000여 명 인파 몰리며 뜨거운 관심 상품에 호응 높아 수영장, 게스트하우스 등 차별화된 커뮤니티 지역 랜드마크 기대감 커",positive
겨울철,서울 노원구가 5월 1일(목)부터 겨울철 휴식을 마친 당현천 음악분수의 운영을 재개한다.,neutral
겨울철,경기 고양특례시(시장 이동환)는 겨울철 수도계량기 동파 방지 대응체계를 가동해 시민들에게 안정적인 수도 서비스를 제공한다.,neutral
겨울철,로터스자동차코리아가 겨울철을 맞아 고객을 직접 찾아가는 점검 서비스 ‘엘레트라 케어 프로그램’을 실시한다고 23일 밝혔다.,neutral
겨울철,23일 김승희 기상청 차장은 설 명절을 맞아 과거 겨울철 대설 피해가 발생했던 전남 담양군 비닐하우스 농가를 방문했다.,neutral
겨울철,"대한적십자사 경남혈액원과 함께한 이날 행사는 한파로 인해 혈액 공급량이 감소하는 겨울철 혈액 확보에 조금이나마 보탬이 되고자 직원들이 자발적으로 헌혈에 동참했으며, 창원파티마병원은 매년 2회 이상 사랑의 헌혈행사를 하고 있다.",neutral
겨울철,이동환 고양시장은 겨울철 수도계량기 동파 방지 대응체계를 가동해 시민들에게 안정적인 수도 서비스를 제공하고 있다.,neutral
결정권,"이 교육은 전문 성교육 강사를 초빙해 성적 자기 결정권, 존중의 중요성 등을 중심으로 진행해 학생들은 다양한 상황을 체험하는 프로그램을 통해 자기 몸과 마음을 존중하는 방법을 배웠다.",positive
결정권,CEO 임명 등 운영 주요 결정권 보유,neutral
결정권,울주군은 공원 조성 및 결정권이 울산시에 있어 근린공원 부지 매입에 대해서는 자체적으로 명확한 답변이 없다.,neutral
결정권,최종 결정권은 해당 채널이 갖고 있다고 협의 중이다.,neutral
결혼식,작년 10월 형님 아들 결혼식 때였어요.,neutral
결혼식,서울 용산구 국방컨벤션 예식장이 ‘대통령실과 국방부 보안 및 경호상 문제’를 이유로 결혼식을 앞둔 계약자들에게 옥외주차장 사용 제한을 일방적으로 통보해 논란이 일고 있다.,neutral
결혼식,에일리의 결혼식 인증샷을 공개하며 결혼식을 축하하는 글을 SNS에 올렸다.,positive
결혼식,tvN X TVING 오리지널 드라마 ‘손해 보기 싫어서’는 손해 보기 싫어서 결혼식을 올린 여자 ‘손해영’과 가짜 신랑이 된 남자 ‘김지욱’의 이야기를 그린다.,neutral
결혼식,인순이는 지난 20일 SNS에서 결혼식이 3군데 있었다고 밝혔다.,neutral
결혼식,"23일 태국 전역에서 수백, 수천쌍의 LGBTQ(성소수자) 커플이 결혼식을 올리고 혼인 증명서를 발급받았다.",positive
결혼식,민이 오는 6월 7일 결혼식을 비공개로 진행할 예정이다.,neutral
경기도,핀텔이 경기도 수원시 도시안전통합센터와 수원시 지능형교통체계(ITS) 구축사업 계약을 체결했다.,neutral
경기도,"경기도의회 기획재정위원회 이채명 의원은 최근 싱크홀 사고와 관련하여 노후 수도관 및 지하공사로 인한 지반침하 위험이 심각해지고 있어, 경기도민이 공감할 수 있도록 대대적 전수조사와 대응 시스템 구축을 김동연 경기도지사에게 요청했다.",neutral
경기도,경기도는 ‘2024년 반려동물 물품꾸러미 지원사업’을 통해 돌봄 취약가구와 유기동물 입양 가족에게 반려동물 관리 용품을 전달했다고 밝혔다.,neutral
경기도,스위스에서 열린 2025 세계경제포럼에 참석 중인 김동연 경기도지사가 세계적인 유니콘 기업인들을 만나 경기도와의 협력 필요성을 강조하는 등 본격적인 외교와 투자유치 활동을 시작했다.,positive
경기도,"경기도 수원시 팔달구, 팔달문 근처에 위치한 '순○○○'에서는 진한 맛의 비법을 듣는다.",neutral
경기도,정규돈 카카오 최고기술책임자(CTO)는 23일 경기도 용인시 '카카오 AI 캠퍼스'에서 이틀째 진행된 개발자 콘퍼런스 '이프카카오(if kakao) AI 2024'의 기조 연설을 했다.,neutral
경기도,"경기도 지역화폐 운영사 '코나아이'가 국회 국정감사에서 도마에 오른 가운데, 일선 시 군들과의 갈등이 일파만파로 번지고 있다.",neutral
경기도교육청,경기도의회는 지난 22일 경기도교육청 회의실에서 교육 현안에 대해 논의했다고 밝혔다.,neutral
경기도교육청,경기도교육청이 22일 시흥 검바위초등학교에서 지자체 협력 학교안 다함께돌봄센터를 개소하는 등 돌봄교실 확충을 추진하고 있다.,neutral
경기도교육청,경기도의회 이한국 의원이 22일 경기도교육청 예산결산특별부위원장으로 활약을 예고하며 경기도 미래 먹거리는 관광산업이라고 밝혔다.,neutral
경기도교육청,경기도의회 교육기획위원회는 ‘경기도교육청 중증장애인생산품 및 장애인 표준사업장 생산품 우선구매 촉진 조례’ 개정을 위한 정담회를 개최했다.,neutral
경기도교육청,국회 교육위원회 국정감사에서는 경기도교육청의 자율 지침에 의해 지난해 도내 한 학교에서 한강 작가의 작품 '채식주의자'가 폐기된 것을 놓고 여야 의원들이 공방을 벌였다.,neutral
경남도,"부산시와 경남도는 통합 추진에 대해 신중론을 유지하며, 시 도민 여론수렴이 최우선임을 강조하고 있다.",neutral
경남도,"경남도가 23일 조선업 노동자 복지 향상을 위해 거제시, 삼성중공업, 한화오션, 조선 2개사 사내협력회사 공동근로복지기금 법인과 출연 연장 협약을 체결했다.",neutral
경남도,"경남도와 창원특례시, 부산진해경제자유구역청이 22일 글로벌 물류기업 엘엑스판토스신항에코물류센터, DP월드부산로지스틱스센터와 부산항 신항 서컨 배후단지(1단계)에 스마트물류센터 설립 투자협약을 체결했다.",neutral
경남도,경남도가 오는 5월 경남에서 열리는 제19회 전국소년체육대회와 제54회 장애학생체육대회의 성공적인 개최를 위해 본격적인 준비에 나섰다.,neutral
경남도,경남도 제공 박완수 경남도지사는 지난 22일 오후 경남을 방문한 세계한인체육회장단과의 만찬에서 전국체전의 성공을 위해 노력하겠다고 밝혔다.,neutral
경남도,경남도와 경남테크노파크가 오는 5월 2일까지 '2025년 경남지역기업 성장사다리 지원사업' 참여 중소기업을 모집한다고 밝혔다.,neutral
경북대,23일 북구에 따르면 경북대 AI 디지털 융합 교육 혁신 플랫폼 사업단이 26일 침산동 삼성창조캠퍼스 야외무대에서 ‘2024 북구 평생학습 페스티벌’을 연다.,neutral
경북대,"협의회는 경북대 전자정보기기사업단장을 맡고 있는 김현덕 교수를 총괄협의회장으로, 각 분야 전문가들이 참여한 10개 분과를 운영하고 있다.",neutral
경북대,이날 보고회는 이철우 지사를 비롯해 김현덕 총괄협의회장(경북대 교수)과 관련 분야 전문가들이 참석했다.,neutral
경북대,도는 이날 도청 회의실에서 이철우 도지사를 비롯해 김현덕 경북대 교수와 전문가 대표가 참석한 가운데 산업혁신협의회 운영계획 보고회를 가졌다.,neutral
경북대,경북대는 23일 오후 홍원화 총장 주재로 내년도 의대 신입생 모집정원 규모를 50% 증원하기로 결정했다.,neutral
경북대,경북대 크리에이티브팩토리 전경이 대구시의 메이커스페이스 활성화 지원 협업형 사업 선정에 기여했다.,positive
경북대,경북대 G-램프사업단과 한국분자세포생물학회 대구경북분회가 공동 주관한 '제1회 청라 심포지엄'이 경북대 글로벌플라자에서 성황리에 개최됐다.,neutral
경북대 의대,유 교수는 1984년 경북대 의대를 졸업하였다.,neutral
경북대 의대,경북대 의대를 졸업하고 국립의료원과 미국 오하이오주 클리블랜드 클리닉 수련을 받은 후 2002년 분당차병원에서 근무를 시작했다.,neutral
경북대 의대,이 원장은 경북대 의대 핵의학과 교수로 대학에서 30여년을 재임하고 정년 퇴임했다.,neutral
경북대 의대,유 교수는 경북대 의대를 졸업하고 내과 분야에서 활동하고 있다.,neutral
경북대병원,"경선 광진 태윤 희정 승아 씨 부친상은 21일 대구 경북대병원에서 있었으며, 발인일은 23일 오전 6시 30분이다.",neutral
경북대병원,이데일리 김미경 기자는 22일 오전 칠곡 경북대병원 장례식장에서 별세한 신영희씨의 빈소를 찾았다.,neutral
