original_sentence,processed_sentence,term
한국철도공사(코레일)는 이번 대형 산불을 계기로 산불 대응 체계를 태풍이나 폭우 등 자연재해에 준하는 수준으로 정비하는 한편 선로 근처 CCTV 등을 통한 모니터링을 강화해 열차 운행 안전을 확보할 계획입니다.,한국철도공사(코레일) 이번 대형 산불 계기 산불 대응 체계 태풍 폭우 등 자연재해 준하는 수준 정비하는 한편 선로 근처 CCTV 등 통한 모니터링 강화해 열차 운행 안전 확보할 계획입니다.,모니터링
"야간에는 전력 시설, 민가, 다중이용시설, 국가문화 유산 등과 같은 중요 보호시설 주변 방화선을 구축하는 데 힘썼다.","야간 전력 시설, 민가, 다중이용시설, 국가문화 유산 등 같은 중요 보호시설 주변 방화선 구축하는 데 힘썼다.",방화선
"움직임이 불편한 고령자들이 사회 안전 인프라가 부족한 곳에 집중된 것이 바람직한지, 질병과 재난은 왜 자꾸 '약자'를 먼저 공격하는지, 왜 우리는 매번 사람이 죽고 난 뒤에야 약방문을 쓰는지  곰곰이 돌이켜 봐야겠습니다.","움직임 불편한 고령자들 사회 안전 인프라 부족한 곳 집중된 것 바람직한지, 질병 재난 왜 자꾸 '약자' 먼저 공격하는지, 왜 우리 매번 사람 죽고 난 뒤 약방문 쓰는지  곰곰이 돌이켜 봐야겠습니다.",인프라
"이재명 선거법 항소심 무죄 검찰 ""상고""  더불어민주당 이재명 대표가 선거법 위반 사건 2심에서 무죄를 선고받았습니다.","이재명 선거법 항소심 무죄 검찰 ""상고""  더불어민주당 이재명 대표 선거법 위반 사건 2심 무죄 선고받았습니다.",검찰
"검찰은 ""피고인의 주장만을 받아들였다""며 곧장 상고할 뜻을 밝혔습니다.","검찰 ""피고인 주장 받아들였다""며 곧장 상고할 뜻 밝혔습니다.",검찰
"교통 및 인프라   중앙고속도로(풍기IC 의성IC), 서산영덕고속도로(동상주IC영덕IC), 동해선(포항역동해역) 등 주요 도로와 철도가 통제되었습니다.","교통 및 인프라   중앙고속도로(풍기IC 성IC), 서산영덕고속도로(동상주IC영덕IC), 동해선(포항역동해역) 등 주요 도로 철도 통제되었습니다.",인프라
산림청은 지연제 살포와 방화선 구축으로 민가와 문화재 보호에 집중하고 있습니다.,산림청 지연제 살포 방화선 구축 민가 문화재 보호 집중하고 있습니다.,방화선
"산림 당국은 간밤에 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등 중요 보호시설 주변 방화선 구축에 힘써왔다.","산림 당국 간밤 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등 중요 보호시설 주변 방화선 구축 힘써왔다.",방화선
재테크 노하우 머니쇼 '기업이슈'   신재원 어제장에서 이슈가 있었던 업종 살펴보는 기업이슈 시간입니다.,재테크 노하우 머니쇼 '기업이슈'   신재원 어제장 이슈 있었던 업종 살펴보는 기업이슈 시간입니다.,노하우
재테크 노하우 머니쇼 '기업이슈'   신재원 어제장에서 이슈가 있었던 업종 살펴보는 기업이슈 시간입니다.,재테크 노하우 머니쇼 '기업이슈'   신재원 어제장 이슈 있었던 업종 살펴보는 기업이슈 시간입니다.,이슈
"야간에는 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등과 같은 중요 보호시설 주변 방화선 구축에 힘써왔다.","야간 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등 같은 중요 보호시설 주변 방화선 구축 힘써왔다.",방화선
지난 25일 해당 골프장에서 근무하는 것으로 알려진 캐디 는 한 온라인 커뮤니티에 '산불에 죽을 뻔했다'라는 제목의 글을 올렸다.,지난 25일 해당 골프장 근무하는 것 알려진 캐디  한 온라인 커뮤니티 '산불 죽을 뻔했다'라는 제목 글 올렸다.,커뮤니티
주민 차량 블랙박스 영상.,주민 차량 블랙박스 영상.,블랙박스
주민 차량 블랙박스 영상.,주민 차량 블랙박스 영상.,블랙박스
"내일부터는 찬 공기가 유입되면서, 날이 급격히 쌀쌀해지겠습니다.","내일 찬 공기 유입되면서, 날 급격히 쌀쌀해지겠습니다.",공기
"지상파 3사만 비교하더라도 3월 21일부터 3월 25일 자정 기준으로 MBC(18회, 6시간 17분), SBS(5회, 1시간 6분)와 비교해 월등히 많은 시간을 뉴스특보에 할애했다는 게 KBS의 입장이다. 2) '물이 있는 계곡은 안전'잘못 알려진 재난 안전 요령 ""산불이 이렇게 빨리 확산될 줄은 몰랐어요."" 산불 현장에서 탈출하거나 탈출을 도운 사람들의 체험담이 속속 전해지고 있다. 재난안전 요령과 관련해서는 일반적인 통념과는 다른 전문가들의 설명도 있다. ""산불이 나면 물이 있는 곳이 안전하다""는 얘기가 그렇다. 동아일보는 오히려 ""물이 흐르는 계곡이 보인다면 피해야 한다""고 조언했다. 물이 있어 안전해 보이지만 정반대다. 계곡 일대는 지형이 움푹 파이다 보니 연기가 모여 쌓일 가능성이 큰데, 연기가 꽉 들어찬다면 더는 대피할 수 없는 위험한 상황에 놓인다. 계곡보다는 산 능선에 있으면서 바람의 방향을 확인하면서 탈출로를 모색하는 것이 훨씬 안전하다. 불길이 집 쪽으로 몰려올 때 불이 쉽게 붙는 물건이나 인화성 물질은 집에서 멀리 떨어진 곳으로 옮겨놓고 충분히 물을 뿌려놔야 하지만, 스프링클러나 호스 물을 계속 틀어 놓는 게 반드시 좋지는 않다. 소방관이 출동해 진화 작업에 나설 경우 진화용 물을 끌어와야 하는데 물을 미리 틀어놓으면 수압이 낮아지기 때문이다. 이번 산불의 경우 26일 오후 7시 현재 사망자 26명의 대부분이 60대 이상이라고 한다. 영덕에서는 요양원 환자 4명을 싣고 피신하던 차량에 불이 붙어 폭발하면서 80대 환자 3명이 사망하는 일이 있었다. 이재준 전주대 소방안전공학과 조교수는 경향신문에 ""재난이 닥쳤을 때 도시 거주 노인들은 농어촌 거주 노인들에 비해 사망 피해가 많지 않다""며 ""안전안내 문자를 보내고 '알아서 대피하라'는 식의 시스템 대신 반드시 누군가 직접 도움을 드리는 시스템을 구축해야 한다""고 했다. 3)","지상파 3사만 비교하더라도 3월 21일 3월 25일 자정 기준 MBC(18회, 6시간 17분), SBS(5회, 1시간 6분) 비교해 월등히 많은 시간 뉴스특보 할애했다는 게 KBS 입장이다. 2) '물 있는 계곡 안전'잘못 알려진 재난 안전 요령 ""산불이 렇게 빨리 확산될 줄 몰랐어요."" 산불 현장 탈출하거나 탈출 도운 사람들 체험담 속속 전해지고 있다. 재난안전 요령 관련해서 일반적인 통념 다른 전문가들 설명 있다. ""산불 나면 물 있는 곳 안전하다"" 얘기 그렇다. 동아일보 오히려 ""물 흐르는 계곡 보인다면 피해야 한다"" 조언했다. 물이 있어 안전해 보지만 정반대다. 계곡 일대 지형이 움푹 파다 보니 연기가 모여 쌓일 능성 큰데, 연기 꽉 들어찬다면 더는 대피할 수 없 위험한 상황 놓인다. 계곡 산 능선 있으면서 바람 방향 확인하면서 탈출로 모색하는 것 훨씬 안전하다. 불길 집 쪽 몰려올 때 불 쉽게 붙는 물건 인화성 물질 집 멀리 떨어진 곳 옮겨놓고 충분히 물 뿌려놔야 하지만, 스프링클러 호스 물 계속 틀어 놓는 게 반드시 좋지 않다. 소방관 출동해 진화 작업 나설 경우 진화용 물 끌어와야 하는데 물 미리 틀어놓으면 수압이 낮아지기 때문이다. 번 산불 경우 26일 오후 7시 현재 사망자 26명 대부분이 60대 이상라고 한다. 영덕 요양원 환자 4명 싣고 피신하던 차량 불이 붙어 폭발하면서 80대 환자 3명 사망하는 일 있었다. 재준 전주대 소방안전공학 조교수 경향신문 ""재난 닥쳤을 때 도시 거주 노인들 농어촌 거주 노인들 비해 사망 피해 많지 않다""며 ""안전안내 문자 보내고 '알아서 대피하라'는 식 시스템 대신 반드시 누군가 직접 도움 드리는 시스템 구축해야 한다"" 했다. 3)",시스템
누리꾼들은 온라인 커뮤니티에 산불 현장의 모습이 담긴 영상을 올리며 심각한 산불 상황을 알리고 있다.,누리꾼들 온라인 커뮤니티 산불 현장 모습 담긴 영상 올리며 심각한 산불 상황 알리고 있다.,커뮤니티
한 온라인 커뮤니티에는 차를 타고 사방이 산불로 뒤덮인 곳을 지나는 영상이 올라왔다.,한 온라인 커뮤니티 차 타고 사방 산불 뒤덮인 곳 지나는 영상 올라왔다.,커뮤니티
다른 커뮤니티에는 안성의 한 골프장 주차장 모습이 담긴 영상이 었다.,다른 커뮤니티 안성 한 골프장 주차장 모습이 담긴 영상 었다.,커뮤니티
"야간에는 전력 시설과 다중이용시설, 국가문화 유산 등과 같은 중요 보호시설 주변 방화선을 구축했다.","야간 전력 시설 다중이용시설, 국가문화 유산 등 같은 중요 보호시설 주변 방화선 구축했다.",방화선
"국대중음악공연산업협회는 콘서트, 페스티벌, 월드투어, 내한공연 등 다양한 대중음악공연을 주최∙주관하고 있는 총 43개사의 협회원사로 구성되어 있으며, 대중음악공연산업의 미래와 종사자의 권리를 위해 협력하는 사단법인 단체다.","국대중음악공연산업협회 콘서트, 페스티벌, 월드투어, 내한공연 등 다양한 대중음악공연 주최∙주관하고 있는 총 43개사 협회원사 구성되어 있으며, 대중음악공연산업 미래 종사자 권리 위해 협력하는 사단법인 단체다.",페스티벌
"야간에는 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등과 같은 중요 보호시설 주변 방화선 구축에 힘써왔다.","야간 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등 같은 중요 보호시설 주변 방화선 구축 힘써왔다.",방화선
오늘 밤부터 북서쪽에서 찬 공기가 내려와 기온은 차차 낮아지겠습니다.,오늘 밤 북서쪽 찬 공기 내려와 기온 차차 낮아지겠습니다.,공기
"품종 개발부터 저장, 유통, 가공까지 농업 선진 시스템이 집약된 지역으로 평가받는다.","품종 개발 저장, 유통, 가공 농업 선진 시스템 집약된 지역 평가받는다.",시스템
이를 통해 지역 농가에 적용 가능한 실용 매뉴얼도 마련할 계획이다.,이 통해 지역 농가 적용 가능한 실용 매뉴얼 마련할 계획이다.,매뉴얼
"현지 유통 시스템과 자재 창고 운영, 계약재배 방식까지 폭 넓게 점검하며 칠곡 지역에 적용할 수 있는 실질적인 방안을 모색하고 있다.","현지 유통 시스템 자재 창고 운영, 계약재배 방식 폭 넓게 점검하며 칠곡 지역 적용할 수 있는 실질적인 방안 모색하고 있다.",시스템
"일본의 소포장 전략, 포장 디자인, 브랜드 관리 방식 등을 살피며 국내 적용 가능성을 검토하고 있다.","일본 소포장 전략, 포장 디자인, 브랜드 관리 방식 등 살피며 국내 적용 가능성 검토하고 있다.",브랜드
"야간에는 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등과 같은 중요 보호시설 주변 방화선 구축에 힘써왔다.","야간 주로 전력 시설, 민가, 다중이용시설, 국가문화 유산 등 같은 중요 보호시설 주변 방화선 구축 힘써왔다.",방화선
"온라인 커뮤니티 '엠엘비파크'에는 ""25일 KBS 심야 특보에서 앵커가 '산불 났어요, 위험해요'를 12분간 읊다 방송이 끝나버렸다""는 글이 올라와 조회수 3만회를 넘겼다.","온라인 커뮤니티 '엠엘비파크' ""25일 KBS 심야 특보 앵커 '산불 났어요, 위험해요' 12분간 읊다 방송 끝나버렸다"" 글 올라와 조회수 3만회 넘겼다.",커뮤니티
온라인 커뮤니티 '더쿠'에서도 26일 오전 1시 현재 지상파 단 한곳도 산불 보도를 하고 있지 않은 상황을 꼬집는 글이 조회수 6만회를 넘었다.,온라인 커뮤니티 '더쿠'도 26일 오전 1시 현재 지상파 단 한곳 산불 보 하고 있지 않은 상황 꼬집는 글 조회수 6만회 넘었다.,커뮤니티
"피해 현장 복구와 주민 지원을 위한 성금 기탁과 더불어 기업별 전문성을 살려 휴식 시설 마련, 가전 지원, 차량 수리 비용 절감, 통신 서비스 제공 등 다양한 방법으로 도움의 손길을 건넸다.","피해 현장 복구 주민 지원 위한 성금 기탁 더불어 기업별 전문성 살려 휴식 시설 마련, 가전 지원, 차량 수리 비용 절감, 통신 서비스 제공 등 다양한 방법 도움 손길 건넸다.",수리
여기에 화재 피해 차량의 경우 수리 비용을 최대 50%(300만 원 한도) 할인해주기로 했다.,여기 화재 피해 차량 경우 수리 비용 최대 50%(300만 원 한도) 할인해주기 했다.,수리
